Event	ID	Name			Wwise Object Path	Notes
	261900158	Play_Presure_plate_compress			\Default Work Unit\Presure_plate\Play_Presure_plate_compress	
	2039851942	Play_Solving_a_Puzzle__Sief_Arrangement__1			\Default Work Unit\Music\Play_Solving_a_Puzzle__Sief_Arrangement__1	
	2296124049	Play_JumpBegin			\Default Work Unit\Character\Jump\Play_JumpBegin	
	2323405115	Play_Landing			\Default Work Unit\Character\Landing\Play_Landing	
	2388497063	Play_Lonely			\Default Work Unit\Music\Play_Lonely	
	2662844813	Play_TempleBunker_2			\Default Work Unit\Music\Play_TempleBunker_2	
	3330584343	Play_Presure_plate_decompress			\Default Work Unit\Presure_plate\Play_Presure_plate_decompress	
	3431095223	Play_Bunker_3_1			\Default Work Unit\Music\Play_Bunker_3_1	
	3847695549	Play_Solving_a_puzzle			\Default Work Unit\Music\Play_Solving_a_puzzle	
	3854155799	Play_Footsteps			\Default Work Unit\Character\Walking\Play_Footsteps	
	4114669316	Play_Tension			\Default Work Unit\Music\Play_Tension	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Footsteps			
	1216965916	Stone	Footsteps			
	2058049674	Wood	Footsteps			
	2195636714	Dirt	Footsteps			
	2654748154	Water	Footsteps			
	4248645337	Grass	Footsteps			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	472837230	PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\PMSFX - STEPS Dry Grass & Shrubs\PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow _7D051DF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\landing\step1\PM_SDGS_113 Footstep Step Dry Grass Shrubs Pine Needles Meadow		34636
	481610931	Bunker 3_1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Bunker 3_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Bunker 3_1		23056380
	510681431	steenloop 4	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\steenloop 4_425C87AC.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps stone\steenloop 4		50554
	515794795	water step3	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Water\water step3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footstep Water\water step3		47944
	644335690	water step5	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Water\water step5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footstep Water\water step5		61536
	662582090	SteenSprong 1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\SteenSprong 1_BD4FEB46.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\landing\step1\SteenSprong 1		73970
	666486424	SteenSprong 2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\SteenSprong 2_E60A7029.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\landing\step2\SteenSprong 2		33926
	671785146	Lonely	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Lonely_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Lonely		10241532
	736348735	lopen op hout_02	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\lopen op hout_02_15E0AE8D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Wood\lopen op hout_02		23526
	737939361	Ebo Jump8	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump8_75C17FD7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump8		42240
	785779869	Ebo Jump5	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump5_7B8F4E49.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump5		38320
	789768650	Ebo Jump4	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump4_0789E79C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump4		44904
	846495192	Ebo Jump2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump2_EB52AA38.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump2		39568
	850359463	lopen op hout_04	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\lopen op hout_04_4346FB29.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Wood\lopen op hout_04		43808
	873693094	zandloop_02	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\zandloop_02_874A2522.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps sand\zandloop_02		70544
	876976061	PM_SDGS_14 Footstep Step Dry Grass Shrubs Pine Needles Meadow	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\PMSFX - STEPS Dry Grass & Shrubs\PM_SDGS_14 Footstep Step Dry Grass Shrubs Pine Needles Meadow _D484FDCA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\footsteps Dirt\PM_SDGS_14 Footstep Step Dry Grass Shrubs Pine Needles Meadow		51710
	882275102	lopen op hout_01	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\lopen op hout_01_B7F69DB6.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Wood\lopen op hout_01		29572
	892912427	grasloop_01	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\grasloop_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Grass\grasloop_01		44488
	913057826	grasloop_03	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\grasloop_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footsteps Grass\grasloop_03		50184
	960585968	water step2	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Water\water step2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps\Footstep Water\water step2		36712
	1011805965	Ebo Jump1	F:\Wwise-Testing\WWiseTesting_WwiseProject\.cache\Mac\SFX\Ebo Jump1_30338A8C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\JumpBegin\Ebo Jump1		40848

